virus_id	length	topology	n_genes	virus_score	n_hallmarks	marker_enrichment	taxonomy	completeness	checkv_quality	PhaTYP	class	vcontact_family	phagcn_family	anti_CRISPR_id	tRNA_num	Host_Phylum	CRISPR
AAB-S01R5_k55_3937	51650	No terminal repeats	76	0.9893	7	20.9964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.6	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S01R5_k55_5240236	33122	No terminal repeats	39	0.989	4	18.8714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.68	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S01R5_k55_3240188	38491	No terminal repeats	65	0.9889	2	21.9082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	98.96	High-quality	temperate	c__Caudoviricetes	NA	Ackermannviridae	NA	1	p__Proteobacteria	No
AAB-S01R5_k55_6393874	139531	No terminal repeats	167	0.9885	2	40.8775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.27	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	Yes
AAB-S01R5_k55_6511376	64622	No terminal repeats	104	0.9882	1	19.5953	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.27	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	anti_CRISPR0823	2	p__Actinobacteriota	No
AAB-S01R5_k55_6264149	25576	No terminal repeats	36	0.9868	4	25.0584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.4	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S01R5_k55_9884075	49088	DTR	72	0.9864	5	29.4681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.9	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S01R5_k55_4311751	47747	No terminal repeats	55	0.9844	6	17.9529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.38	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S01R5_k55_1345290	48538	No terminal repeats	83	0.9841	3	16.7207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.01	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	Yes
AAB-S01R5_k55_7662250	102336	DTR	174	0.9841	4	51.7358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Orlajensenviridae	NA	NA	p__Actinobacteriota	Yes
AAB-S01R5_k55_9822890	65344	DTR	109	0.9825	8	24.6938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S01R5_k55_3311902	28019	No terminal repeats	37	0.9791	0	12.2061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.99	Medium-quality	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Actinobacteriota	No
AAB-S01R5_k55_8444734	97222	DTR	172	0.9751	3	46.6557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Firmicutes	No
AAB-S01R5_k55_10367706	64068	DTR	98	0.9716	8	26.0397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.63	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	NA	p__Actinobacteriota	No
AAB-S01R5_k55_4378988	28633	No terminal repeats	50	0.9416	1	13.9545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.17	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S01R5_k55_2512581	45294	No terminal repeats	59	0.9388	4	7.1159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	94.07	High-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S02R1_NODE_200_length_39187_cov_36.640652	39187	No terminal repeats	54	0.9945	2	37.1452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.45	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	anti_CRISPR0782	NA	p__Actinobacteriota	No
AAB-S02R1_NODE_73_length_70306_cov_18.877895	70306	DTR	108	0.9941	11	71.4747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	Myoviridae	Chaseviridae	NA	NA	p__Firmicutes	Yes
AAB-S02R1_NODE_97_length_59710_cov_33.212220	59710	No terminal repeats	83	0.9924	7	33.678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	84.34	Medium-quality	virulent	c__Caudoviricetes	NA	Zierdtviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R1_NODE_308_length_29711_cov_10.376349	29711	No terminal repeats	37	0.992	9	31.9759	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.2	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R1_NODE_26_length_130339_cov_17.240421	130339	No terminal repeats	191	0.9911	5	52.3445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	87.68	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	anti_CRISPR0819	NA	p__Actinobacteriota	No
AAB-S02R1_NODE_456_length_23756_cov_11.739842	23756	No terminal repeats	36	0.9907	8	18.5901	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	64.89	Medium-quality	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Firmicutes	No
AAB-S02R1_NODE_162_length_44061_cov_69.094260	44061	DTR	68	0.9903	6	30.7808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.25	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S02R1_NODE_201_length_39185_cov_89.248965	39185	No terminal repeats	60	0.9899	1	11.3928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.52	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S02R1_NODE_194_length_40028_cov_13.577115	40028	No terminal repeats	60	0.9867	5	24.7393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.94	High-quality	virulent	c__Caudoviricetes	NA	NA	anti_CRISPR1014	NA	p__Crenarchaeota	No
AAB-S02R1_NODE_112_length_54846_cov_22.911208	54846	DTR	74	0.9855	4	19.6136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	77.43	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R1_NODE_145_length_47284_cov_22.639734	47284	No terminal repeats	71	0.9852	1	15.7705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	80.34	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R1_NODE_143_length_47755_cov_44.082159	47755	DTR	68	0.9848	4	25.6341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S02R1_NODE_315_length_29076_cov_21.580269	29076	No terminal repeats	57	0.9789	5	13.311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	65.46	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S02R1_NODE_135_length_49195_cov_18.197497	49195	No terminal repeats	72	0.9734	8	22.2479	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	79.61	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Crenarchaeota	No
AAB-S02R1_NODE_102_length_57900_cov_15.985945	57900	No terminal repeats	92	0.9229	4	19.5489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	65.91	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S02R1_NODE_179_length_41919_cov_12.336662	41919	DTR	59	0.9045	3	21.8425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Myxococcota	No
AAB-S02R2_NODE_1462_length_45013_cov_7.055852	45013	No terminal repeats	68	0.9961	12	56.2067	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	Myoviridae	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_2140_length_36801_cov_7.211506	36801	No terminal repeats	54	0.996	6	36.3098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.48	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_791_length_61028_cov_6.197874	61028	No terminal repeats	85	0.9959	13	63.5501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	92.78	High-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Euryarchaeota	No
AAB-S02R2_NODE_2371_length_34805_cov_3.613036	34805	No terminal repeats	50	0.9959	7	44.6002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	83.45	Medium-quality	temperate	c__Caudoviricetes	NA	Autographiviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_2701_length_32343_cov_10.228134	32343	No terminal repeats	41	0.9957	6	34.6776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.22	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_1484_length_44710_cov_3.646042	44710	No terminal repeats	60	0.9956	6	45.5111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	99.88	High-quality	virulent	c__Caudoviricetes	Myoviridae	Chaseviridae	NA	1	p__Actinobacteriota	No
AAB-S02R2_NODE_1174_length_50223_cov_4.015109	50223	No terminal repeats	52	0.9956	12	48.1003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	Siphoviridae	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_644_length_67433_cov_5.662902	67433	DTR	102	0.9955	15	64.5028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Proteobacteria	No
AAB-S02R2_NODE_2241_length_35929_cov_3.117829	35929	No terminal repeats	50	0.9952	3	29.1813	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	87.65	Medium-quality	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_4639_length_23485_cov_4.975373	23485	No terminal repeats	39	0.995	2	29.2004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.52	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_1949_length_38786_cov_4.141024	38786	No terminal repeats	50	0.9948	5	33.6362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae	95.66	High-quality	virulent	c__Caudoviricetes	NA	Autographiviridae	NA	NA	p__Firmicutes	No
AAB-S02R2_NODE_1378_length_46290_cov_7.044923	46290	DTR	65	0.9946	12	42.2027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.72	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_962_length_55765_cov_25.198779	55765	DTR	83	0.9946	6	40.042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
AAB-S02R2_NODE_1586_length_43340_cov_5.054730	43340	No terminal repeats	48	0.9943	4	31.5707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	99.53	High-quality	virulent	c__Caudoviricetes	Podoviridae	Vilmaviridae	NA	NA	p__Bacteroidota	No
AAB-S02R2_NODE_1788_length_40651_cov_7.583383	40651	No terminal repeats	63	0.9942	9	40.252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1		No
AAB-S02R2_NODE_1675_length_42081_cov_6.862109	42081	No terminal repeats	61	0.9942	7	31.4349	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	64.27	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_2716_length_32198_cov_10.247706	32198	No terminal repeats	36	0.9942	0	24.4326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	81.35	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_1400_length_45916_cov_3.821395	45916	No terminal repeats	81	0.9939	11	37.1106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.23	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_1362_length_46651_cov_11.314426	46651	No terminal repeats	69	0.9939	11	36.4606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	Yes
AAB-S02R2_NODE_512_length_74302_cov_4.325522	74302	No terminal repeats	112	0.9938	5	48.5319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Straboviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_1307_length_47503_cov_5.212464	47503	No terminal repeats	68	0.9937	9	35.3093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.92	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA		No
AAB-S02R2_NODE_461_length_77107_cov_9.756126	77107	DTR	115	0.9937	7	45.6712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Zierdtviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_3245_length_29065_cov_4.204826	29065	No terminal repeats	41	0.993	2	25.6111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.15	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Crenarchaeota	No
AAB-S02R2_NODE_1753_length_41110_cov_5.551723	41110	No terminal repeats	67	0.9929	8	36.4143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57.03	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_566_length_71327_cov_12.882436	71327	DTR	102	0.9929	15	58.3486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_138_length_127753_cov_10.188069	127753	No terminal repeats	179	0.9925	6	52.411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	79.57	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_2186_length_36345_cov_18.341251	36345	No terminal repeats	42	0.9924	6	25.3382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.42	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Firmicutes	Yes
AAB-S02R2_NODE_73_length_164135_cov_18.742248	164135	DTR	242	0.9924	11	71.7059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	3	p__Proteobacteria	Yes
AAB-S02R2_NODE_188_length_112588_cov_14.504270	112588	DTR	117	0.9921	3	45.134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.47	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_458_length_77357_cov_5.051124	77357	No terminal repeats	105	0.9921	8	43.4588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.61	High-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	Yes
AAB-S02R2_NODE_1476_length_44813_cov_7.938357	44813	No terminal repeats	57	0.9921	2	23.2281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Proteobacteria	No
AAB-S02R2_NODE_2444_length_34260_cov_10.565414	34260	No terminal repeats	49	0.9919	2	17.447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	87.7	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_853_length_58911_cov_7.793071	58911	DTR	68	0.9919	5	25.1381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_472_length_76418_cov_17.112908	76418	DTR	115	0.9917	6	40.3743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.2	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_885_length_57904_cov_27.686961	57904	No terminal repeats	84	0.9916	1	33.3545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.15	Medium-quality	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	1	p__Firmicutes	No
AAB-S02R2_NODE_1867_length_39754_cov_19.502532	39754	DTR	54	0.9915	4	20.6139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_430_length_79148_cov_8.528909	79148	DTR	109	0.9914	11	38.4616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Herelleviridae	NA	NA	p__Firmicutes	No
AAB-S02R2_NODE_2477_length_34016_cov_6.758282	34016	No terminal repeats	43	0.9914	3	15.5347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	85.48	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Bacteroidota	No
AAB-S02R2_NODE_1678_length_42009_cov_18.212280	42009	DTR	59	0.9913	11	30.4114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_2838_length_31350_cov_34.899633	31350	No terminal repeats	42	0.9913	6	18.2334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.28	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S02R2_NODE_711_length_64249_cov_11.557747	64249	DTR	108	0.9913	9	26.5109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	Yes
AAB-S02R2_NODE_1828_length_40199_cov_17.591570	40199	No terminal repeats	65	0.9912	6	27.0012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_1931_length_38943_cov_3.957570	38943	No terminal repeats	64	0.9912	3	23.8319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	72.45	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_271_length_99579_cov_8.417879	99579	DTR	169	0.9911	1	30.5351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.01	Medium-quality	virulent	c__Caudoviricetes	NA	Autographiviridae	NA	1	p__Spirochaetota	No
AAB-S02R2_NODE_548_length_72276_cov_6.930173	72276	No terminal repeats	116	0.9905	4	33.5227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	68.25	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S02R2_NODE_436_length_78576_cov_29.273277	78576	DTR	119	0.9904	4	42.1858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_3921_length_26090_cov_2.685385	26090	No terminal repeats	42	0.9904	3	21.9019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	69.09	Medium-quality	temperate	c__Caudoviricetes	NA	Salasmaviridae	NA	NA	p__Firmicutes	No
AAB-S02R2_NODE_2183_length_36389_cov_111.154043	36389	No terminal repeats	63	0.9903	8	27.5729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	90.56	High-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_1709_length_41659_cov_5.972695	41659	No terminal repeats	55	0.9903	7	41.3379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_1911_length_39160_cov_5.460785	39160	No terminal repeats	51	0.99	1	22.0567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S02R2_NODE_652_length_66943_cov_4.878259	66943	No terminal repeats	112	0.99	4	26.5321	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	79.97	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Euryarchaeota	No
AAB-S02R2_NODE_2101_length_37165_cov_10.738480	37165	DTR	58	0.9899	2	17.008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_817_length_60039_cov_13.616331	60039	No terminal repeats	86	0.9898	3	18.5264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	1	p__Bacteroidota	No
AAB-S02R2_NODE_5102_length_22186_cov_4.395599	22186	No terminal repeats	25	0.9897	4	17.1843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.83	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S02R2_NODE_1311_length_47406_cov_12.715085	47406	No terminal repeats	73	0.9897	3	24.8108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_299_length_95193_cov_10.304825	95193	No terminal repeats	119	0.9895	6	49.3206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	92.03	High-quality	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	23	p__Actinobacteriota	No
AAB-S02R2_NODE_1696_length_41823_cov_22.216218	41823	DTR	52	0.9895	5	29.2682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_224_length_106510_cov_6.489521	106510	DTR	167	0.9893	6	56.6213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_1455_length_45074_cov_11.253537	45074	DTR	64	0.9889	5	19.5791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	1	p__Firmicutes	No
AAB-S02R2_NODE_1720_length_41496_cov_30.681740	41496	No terminal repeats	56	0.9888	3	18.9842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	86.35	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	2	p__Firmicutes	No
AAB-S02R2_NODE_1236_length_49077_cov_4.077945	49077	No terminal repeats	67	0.9886	5	13.1228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	94.74	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_1464_length_44957_cov_4.706427	44957	DTR	73	0.9885	1	17.1041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S02R2_NODE_1880_length_39547_cov_19.169705	39547	No terminal repeats	66	0.9881	5	22.4775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	98.58	High-quality	temperate	c__Caudoviricetes	NA	Drexlerviridae	NA	1	p__Actinobacteriota	No
AAB-S02R2_NODE_2237_length_35954_cov_4.279116	35954	No terminal repeats	62	0.9881	4	24.632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	86.22	Medium-quality	temperate	c__Caudoviricetes	NA	NA	anti_CRISPR0823	1	p__Proteobacteria	No
