ID	Completeness (%)	Contamination (%)	Genome_size	GC_content	Group	GTDB_classification	Min_contig_length	Max_contig_length	Mean_contig_length	Median_contig_length	N50	Num_contig	tRNA	5S_ribosomal_RNA	16S_ribosomal_RNA	23S_ribosomal_RNA	5S+16S+23S	NCBI_classification
AAB-S01R4_148	81.2	2.88	3589320	60.99	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184;BOG-1502	1001	35824	4595	3393	5889	781	10	0	0	0	0	Bacteria;candidate division WPS-2
AAB-S01R4_169	75.68	3.25	7968318	65.19	Medium quality	Bacteria;Myxococcota;Polyangia;Palsa-1104	2002	60201	5298	4191	5990	1504	43	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S01R4_170	89.69	2.93	3050190	63.43	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184;Palsa-1515	1005	31917	4351	2936	6290	701	19	0	0	0	0	Bacteria;candidate division WPS-2
AAB-S01R4_171	70.31	1.85	3680427	63.19	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184;Palsa-1515	1004	17759	3234	2430	4016	1138	18	0	1	0	0	Bacteria;candidate division WPS-2
AAB-S01R4_195	77.25	2.27	3576722	70.13	Medium quality	Bacteria;Dormibacterota;Dormibacteria;UBA8260;UBA8260	1001	20316	3008	2224	3775	1189	33	1	0	1	0	Bacteria;Chloroflexi
AAB-S01R4_214	96.84	2.14	4391759	66.05	Near complete	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales	2010	100857	13031	8421	21843	337	45	0	1	0	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales
AAB-S01R4_215	93.26	4.11	7562314	65.06	Near complete	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae	1090	147164	11652	7770	19009	649	40	0	1	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S01R4_224	57.26	1.37	4494800	46.75	Partial	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae	2001	23470	3517	2918	3642	1278	18	1	0	0	0	Bacteria;Cyanobacteria;unknown;Nostocales;Scytonemataceae
AAB-S01R4_233	60.44	0.99	2734193	37.34	Partial	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;UBA9547	2002	16672	3894	3266	4064	702	14	0	0	0	0	Bacteria;Bacteroidetes
AAB-S01R4_245	67.89	0.87	3919668	59.09	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	2001	19988	4265	3568	4673	919	11	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R4_247	73.82	3.25	3944407	61.96	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae	2016	33558	6476	5322	7710	609	17	1	1	1	1	Bacteria;Proteobacteria;Gammaproteobacteria
AAB-S01R4_252	72.72	2.99	2790753	69.83	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1001	24765	2502	1974	2919	1115	24	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S01R4_269	82.7	5.65	5737427	70.51	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;UBA9676	1021	32409	5412	4263	6541	1060	24	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S01R4_26	82.3	2.56	4223677	54.86	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	1005	27187	5253	3840	7111	804	13	0	0	0	0	Bacteria;Acidobacteria
AAB-S01R4_277	96.37	1.88	3989710	56.46	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Herminiimonas	1036	105985	11051	8361	15554	361	32	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
AAB-S01R4_283	71.71	3.04	4239583	58.41	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	1001	10137	2383	2016	2651	1779	8	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R4_284	63.45	0.71	3703013	68.85	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1001	23835	2824	2080	3425	1311	21	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S01R4_296	75	2.51	3086294	35.22	Medium quality	Bacteria;Bacteroidota;Bacteroidia;AKYH767;B-17BO;PALSA-968	1004	19096	3269	2778	3724	944	11	0	0	0	0	Bacteria;Bacteroidetes
AAB-S01R4_30	96.15	4.33	5832214	55.34	Near complete	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;UBA11740	2001	147691	14400	5796	33211	405	50	1	1	1	1	Bacteria;Acidobacteria;Blastocatellia
AAB-S01R4_34	93.82	1.35	4156694	44.02	Near complete	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	1555	96757	14235	8559	26590	292	20	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
AAB-S01R4_3	87.43	2.69	5438767	58.54	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;PALSA-350	1033	32125	5082	3657	6857	1070	17	0	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S01R4_66	86.19	1.98	6275318	57.16	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae	1509	61671	7671	5693	10148	818	19	1	0	0	0	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
AAB-S01R4_77	97.95	1.36	4912752	65.33	Near complete	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Mycobacterium	1004	69217	6506	3856	10568	755	44	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
AAB-S01R4_82	96.49	1.36	2701051	38.58	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella_C	1788	116494	16271	10234	29306	166	34	1	1	1	1	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
AAB-S01R5_100	93.35	6.49	4850080	60.04	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	1507	108927	18441	13534	28676	263	23	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R5_11	90.67	3.76	4877087	54.76	Near complete	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	1001	66896	7088	4017	12140	688	16	0	0	0	0	Bacteria;Acidobacteria
AAB-S01R5_124	69.41	3.02	3917929	57.89	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;Terracidiphilus	1002	31271	3092	2306	3692	1267	9	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S01R5_126	92.46	0.85	4761904	65.32	Near complete	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Mycobacterium	1003	29624	4032	2685	5631	1181	32	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
AAB-S01R5_136	64.49	2.29	2262842	64.8	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;FEN-1191	1001	8521	1876	1612	1963	1206	11	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
AAB-S01R5_13	66.05	1.6	4555607	57.75	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	1001	9372	2066	1740	2259	2205	6	1	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R5_142	78.76	1	3509995	68.72	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	2008	63717	6536	4680	8500	537	17	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S01R5_150	65.67	3.04	1833621	53.87	Partial	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;UBA11358	1501	25926	4630	3481	5513	396	20	0	1	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3
AAB-S01R5_154	50.47	0	2644858	61.65	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Bog-1198	1000	88188	7034	3694	12555	376	3	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
AAB-S01R5_155	63.76	2.44	2652558	69.13	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae	1001	9047	1815	1534	1862	1461	16	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S01R5_157	78.67	3.17	6598541	56.81	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae	2004	62737	6126	4512	7386	1077	18	1	1	0	0	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
AAB-S01R5_159	81.14	1.98	5429271	48.62	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Dictyobacter	2016	43753	6572	4997	8228	826	23	1	1	1	1	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;Dictyobacter
AAB-S01R5_161	57.51	0.29	4453291	60.75	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Solibacter	1001	8994	1927	1660	2029	2310	14	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R5_163	62.31	2.08	5653745	69.98	Partial	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Pseudonocardiaceae;Pseudonocardia	1001	25754	2368	1829	2674	2387	13	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
AAB-S01R5_164	85.56	1.26	3712492	42.72	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	2002	25487	5773	4449	7058	643	9	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
AAB-S01R5_166	60.7	1.78	3309264	61.36	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Bog-1198	2004	48671	5725	4241	6934	578	9	0	1	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
AAB-S01R5_168	77.65	2.98	6624075	59.13	Medium quality	Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae	1004	21132	4068	3309	4734	1628	58	2	0	1	0	Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae
AAB-S01R5_169	73.12	2.16	4428623	59.06	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;PALSA-350	1004	21041	2675	2047	3200	1655	15	0	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S01R5_175	81.8	5.78	5450059	59.12	Medium quality	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;QHXM01	1509	49879	5180	3936	6289	1052	51	0	0	0	0	Bacteria;Acidobacteria
AAB-S01R5_177	91.86	5.99	6022498	64.71	Medium quality	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae	1035	52136	6766	5065	9808	890	27	0	1	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S01R5_17	67.09	0.71	3408236	71.63	Partial	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Palsa-506	2002	29815	4599	3629	5088	741	13	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S01R5_18	95.27	2.9	4687756	62.55	Near complete	Bacteria;Acidobacteriota;Thermoanaerobaculia;Gp7-AA8;Gp7-AA8	1226	36358	6351	4748	8451	738	40	1	1	1	1	Bacteria;Acidobacteria
AAB-S01R5_194	79.93	2.42	3365290	68.56	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Nocardioidaceae;Marmoricola	1015	34555	6197	3807	10011	543	50	1	1	1	1	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola
AAB-S01R5_195	71.57	1.9	4220357	57.44	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;Terracidiphilus	1004	15015	2855	2236	3396	1478	11	1	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S01R5_206	87.9	1.4	3754917	44.41	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	1503	89408	12392	7718	21647	303	11	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
AAB-S01R5_220	90.66	4.58	5490303	66.99	Near complete	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae	1032	54966	8646	5868	13381	635	21	0	1	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S01R5_224	91.32	2.74	5314504	62.39	Near complete	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	1466	113478	13839	9297	20140	384	23	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R5_225	84.35	3.44	4799152	49.8	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae	1002	23371	3220	2409	3943	1490	11	2	1	0	0	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae
AAB-S01R5_226	59.73	0	3627720	68.86	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1001	26686	2771	2058	3325	1309	22	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S01R5_229	95.71	2.03	5715792	60.9	Near complete	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	2081	90164	15616	9655	25643	366	30	0	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R5_232	77.84	4.31	5974562	58.69	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;PALSA-350	1000	68896	3764	2351	5548	1587	19	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S01R5_23	68.21	0.93	1146573	45.05	Partial	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae	1602	598744	88197	26062	598744	13	44	1	1	1	1	Bacteria;Candidatus Saccharibacteria
AAB-S01R5_247	65.51	0.16	2171113	61.11	Partial	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;UBA4720	1001	11534	2173	1750	2376	999	9	0	0	0	0	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales
AAB-S01R5_24	80.34	4.4	4801484	61.25	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	1508	69039	7573	5365	10739	634	15	1	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R5_33	68.04	1.03	3680843	56.37	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	1064	16842	3895	3509	4444	945	19	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
AAB-S01R5_39	86.64	0.85	4012820	57.23	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2020	68114	8761	5742	12450	458	23	1	1	0	0	Bacteria;Acidobacteria
AAB-S01R5_43	89.53	1.08	5965783	44.74	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavipsychrobacter	1076	37900	7997	6292	9726	746	28	1	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavipsychrobacter
AAB-S01R5_45	66.26	1.92	3738353	68.56	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	2003	22248	4306	3366	4699	868	11	0	1	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S01R5_46	77.67	0	764653	39.09	Medium quality	Bacteria;Patescibacteria;Paceibacteria;UBA9983;UBA9973;UBA9973	1571	87315	30586	26799	56959	25	40	1	2	2	1	Bacteria;Candidatus Nomurabacteria
AAB-S01R5_66	55.7	0	3842612	55.68	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	2001	20332	4332	3464	4674	887	11	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R5_69	89.75	2.44	3900454	60.98	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184;BOG-1502	1007	51933	5548	3601	8161	703	21	1	0	1	0	Bacteria;candidate division WPS-2
AAB-S01R5_75	81	3.54	4362208	59.94	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Bog-1198	1014	45536	5902	4077	7743	739	10	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
AAB-S01R5_82	66.76	2.42	2643141	66.05	Partial	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;GCA-2861595	1001	8960	2253	1897	2489	1173	15	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S01R5_84	71.04	1.72	3639497	57.26	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	2001	23271	6086	5041	7332	598	7	1	0	1	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S01R5_8	74.99	2.31	1710461	62.99	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;Eremiobacterales;Eremiobacteraceae;Eremiobacter	1505	42794	5262	3768	7009	325	20	0	0	0	0	Bacteria;candidate division WPS-2
AAB-S02R1_15	64.37	1.99	4899624	55.16	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	1001	20923	1967	1624	2084	2490	21	1	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S02R1_16	81.96	1.79	3074769	68.65	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1002	13005	2315	1825	2622	1328	25	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S02R1_1	93.73	2.18	4586892	60.06	Near complete	Bacteria;Chloroflexota;UBA5177;UBA5177	3079	288209	54605	31917	103994	84	42	0	0	0	0	Bacteria;Chloroflexi
AAB-S02R1_21	65.89	1.83	2973615	56.59	Partial	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;UBA11740	1001	23059	3271	2292	4492	909	22	0	0	0	0	Bacteria;Acidobacteria;Blastocatellia
AAB-S02R1_28	69.82	0.43	2475237	66.92	Partial	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Palsa-688	1001	8014	1908	1587	2071	1297	35	0	0	0	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
AAB-S02R1_2	81.08	0	2241570	65.2	Medium quality	Bacteria;Dormibacterota;Dormibacteria;Dormibacterales;Dormibacteraceae;Palsa-870	1017	21919	3742	3036	4294	599	25	1	0	0	0	Bacteria;candidate division AD3
AAB-S02R1_35	86.52	3.28	3931205	71.48	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Bog-532	1500	65937	6825	3762	13006	576	16	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S02R1_36	57.87	1.08	2377266	54.78	Partial	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;CF-113	1001	7941	1671	1439	1709	1422	12	1	1	2	1	Bacteria;Chloroflexi
AAB-S02R1_42	94.47	3.15	5666864	64.57	Near complete	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	1080	58193	10101	7499	14017	561	49	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria
AAB-S02R1_44	94.87	4.32	5915078	54.91	Near complete	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;UBA11740	2004	255182	28437	12917	64264	208	44	1	0	0	0	Bacteria;Acidobacteria;Blastocatellia
AAB-S02R1_45	96.61	6.79	5102863	67.95	Medium quality	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Palsa-688	1500	132745	14253	5929	34507	358	52	1	0	1	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
AAB-S02R1_54	95.48	2.19	2834329	64.86	Near complete	Bacteria;Dormibacterota;Dormibacteria;CF-121;CF-121	1013	58731	9575	6438	14293	296	31	0	0	0	0	Bacteria;Chloroflexi
AAB-S02R1_63	72.99	3.58	1761064	71.15	Medium quality	Bacteria;Dormibacterota;Dormibacteria;UBA8260;UBA8260;Palsa-875	1500	14599	3754	3136	4298	469	24	0	0	0	0	Bacteria;candidate division AD3
AAB-S02R1_65	84.76	4.48	6097673	68.32	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Palsa-504	1001	11915	2407	1917	2767	2533	37	1	0	1	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S02R1_70	97.22	0.19	3403913	64.3	Near complete	Bacteria;Dormibacterota;Dormibacteria;CF-121;CF-121	2243	338066	50057	17146	120144	68	39	1	0	1	0	Bacteria;Chloroflexi
AAB-S02R1_88	94.87	6.89	6305893	62.92	Medium quality	Bacteria;Acidobacteriota;Thermoanaerobaculia;Gp7-AA8;Gp7-AA8	2959	59782	11043	8232	15107	571	43	1	1	0	0	Bacteria;Acidobacteria
AAB-S02R2_102	80.88	2.93	3783578	65.31	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Kaistiaceae;Bauldia	2001	26191	5011	3799	6011	755	41	1	1	1	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;unknown;Bauldia
AAB-S02R2_107	83.01	3.41	4052198	51.41	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	1501	30637	4573	3386	5843	886	22	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
AAB-S02R2_109	85.21	3.42	4192537	55.31	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Bog-209	2043	37737	8662	6659	11416	484	24	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S02R2_112	96.68	2.47	3361428	65.71	Near complete	Bacteria;Dormibacterota;Dormibacteria;UBA8260	2004	111877	12684	7778	21041	265	39	0	0	0	0	Bacteria;candidate division AD3
AAB-S02R2_116	93.73	6.55	3593228	69.05	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1708	86753	12017	5490	24971	299	27	0	1	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S02R2_11	92.59	1.39	2937483	70.22	Near complete	Bacteria;Dormibacterota;Dormibacteria;UBA8260;UBA8260	2015	155470	15542	5631	43132	189	42	1	0	0	0	Bacteria;candidate division AD3
AAB-S02R2_124	97.19	7.26	7840799	49.89	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;SCAWS-G2	1502	239012	24579	12043	56502	319	64	3	3	6	1	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
AAB-S02R2_133	76.2	0.37	2241325	52.71	Medium quality	Bacteria;Elusimicrobiota;Elusimicrobia;2-01-FULL-59-12;2-01-FULL-59-12	1780	38805	6477	4844	7966	346	21	0	0	0	0	Bacteria;Elusimicrobia
AAB-S02R2_141	93.15	6.94	6176819	66.79	Medium quality	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae	2010	146365	20727	11597	37949	298	25	1	1	1	1	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S02R2_151	88.14	2.59	3386219	39.44	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter	2013	21801	6247	5149	7432	542	23	1	0	1	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales
AAB-S02R2_152	93.04	1.79	4432932	58.9	Near complete	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Palsa-89	19337	281687	76429	57289	104686	58	35	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S02R2_153	83.05	2.94	3206176	67	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Acidothermales;Acidothermaceae;PALSA-607	1008	46375	4932	3518	6602	650	13	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S02R2_154	91.17	0.84	3726172	54.09	Near complete	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae	2043	63064	10769	8211	13864	346	29	0	1	0	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae
AAB-S02R2_156	83.3	3.42	3094697	70.49	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1857	93794	11377	8504	15012	272	30	0	1	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S02R2_159	94.56	2.59	5549197	58.58	Near complete	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;PALSA-350	2009	85668	10450	7355	15515	531	31	1	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S02R2_166	93.05	2.27	8943943	65.02	Near complete	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae	1505	111354	13953	10337	20633	641	73	0	0	0	0	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
AAB-S02R2_169	97.16	6.1	11291231	66.78	Medium quality	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae	1621	127901	16061	10988	24786	703	96	1	1	2	1	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae
